	fc	p
FAM66A	-6.64385619	0.49
RP11-419I17.1	-4.448308923	0.16
RPS3AP34	-2.048379392	0.66
LONRF1	1.342465301	0.35
KIAA1456	0.241579751	0.21
RP11-369K16.1	-0.828460953	0.53
DLC1	3.183943042	0.2
MTND4P7	-0.092016473	0.63
C8orf48	-1.726071731	0.57
TUSC3	2.570157665	0.31
MSR1	-0.944161417	0.94
RP11-13N12.1	-6.64385619	0.12
MICU3	1.458212324	0.19
RP11-468H14.2	-1.30452659	0.94
ZDHHC2	1.65733765	1
CNOT7	1.459528441	0.97
VPS37A	2.714691454	0.2
MTMR7	-5.002334833	0.85
SLC7A2	2.935455338	0.4
RP11-349F21.4	-1.184650102	0.02
RP11-349F21.5	-0.949367997	0.54
RP11-349F21.2	0.40644368	0.47
PDGFRL	0.392148101	0.95
MTUS1	4.624741525	0.74
MIR548V	1.597738094	0.84
RP11-156K13.1	-0.733347333	0.44
RP11-806O11.1	0.135721253	0.88
PCM1	4.241392958	0.66
ASAH1	4.584105818	0.56
CTD-2547L16.1	-1.560756959	0.73
NAT1	-1.35514898	0.54
PSD3	3.548628896	0.86
RPL35P6	2.465809618	0.62
RP11-108A14.1	-2.166067371	0.29
RP11-1080G15.1	-6.64385619	0.8
SH2D4A	0.060341406	0.59
RP11-618M23.5	-6.64385619	0.91
CSGALNACT1	2.350195986	0.07
RP11-1105O14.1	-0.924736519	0.19
INTS10	1.487046201	0.26
LPL	8.590385396	0.17
ATP6V1B2	2.057609043	0.62
LZTS1	-1.243402556	0.04
GFRA2	-2.400195709	0.54
DOK2	-1.567230698	0.25
XPO7	2.730761597	0.39
NPM2	-3.354954134	0.91
FGF17	-6.64385619	0.16
DMTN	2.333761151	0.91
FAM160B2	1.111090698	0.27
NUDT18	-0.670119583	0.66
HR	-2.696747783	0.13
REEP4	-1.197566516	0.79
LGI3	-5.419451461	0.57
BMP1	-0.319369108	0.81
CTD-2530N21.5	-2.866433006	0.91
PHYHIP	-1.080111459	0.78
POLR3D	1.174614016	0.58
PIWIL2	-3.121425041	0.5
SLC39A14	3.926194856	0.78
PPP3CC	3.051917389	0.7
RP11-382J24.2	1.618428558	0.76
RP11-582J16.4	-3.137771566	0.81
SORBS3	1.14197601	0.81
PDLIM2	-3.355999948	0.88
C8orf58	-1.821949709	0.01
CCAR2	1.633814632	0.91
RP11-582J16.5	-0.003931757	0.58
BIN3	-0.226718658	0.24
CTD-3247F14.2	-4.872056738	0.81
EGR3	-0.404253133	0.19
PEBP4	4.650476542	0.51
RP11-87E22.1	1.600937058	0.22
RP11-875O11.1	-0.883520667	0.47
RHOBTB2	2.375909003	0.31
TNFRSF10B	0.636003414	0.66
TNFRSF10C	-4.922078469	0.98
TNFRSF10D	-0.603805872	0.45
TNFRSF10A	0.045803938	0.36
RP11-1149O23.3	-4.849904043	0.85
RP11-1149O23.4	-3.97415045	0.99
CHMP7	1.640558575	0.68
R3HCC1	1.61404778	0.64
LOXL2	-0.297852471	0.48
RP11-177H13.2	-3.778456319	0.13
ENTPD4	2.60064436	0.07
SLC25A37	1.836776042	0.32
NKX3-1	-0.455304865	0.57
RP11-175E9.1	-0.457478227	0.77
RP11-213G6.2	-2.774049796	0.85
STC1	1.206390045	0.53
ADAM28	-1.56039765	0.37
ADAMDEC1	-4.846959329	0.87
NEFL	-5.384608151	0.28
DOCK5	2.769418605	0.17
GNRH1	0.600869125	0.28
RP11-395I14.2	0.204996263	0.08
KCTD9	2.574500277	0.26
CDCA2	-0.002795209	0.74
EBF2	1.582007528	0.68
PPP2R2A	1.893480312	0.12
SDAD1P1	0.614189396	0.05
BNIP3L	3.099137265	0.39
RP11-14I17.2	-6.64385619	0.27
RP11-14I17.3	-2.168495377	0.75
PNMA2	-1.62763469	0.83
DPYSL2	4.213500743	0.65
ADRA1A	2.349441617	0.78
COX6B1P4	0.32948377	0.34
TRIM35	1.192452626	0.34
PTK2B	-0.747545053	0.58
EPHX2	1.951470959	0.78
GULOP	-1.017533841	0.51
CLU	3.190513623	0.53
SCARA3	-0.316036973	0.46
MIR3622A	-4.146064121	0.27
CCDC25	1.770929509	0.33
ESCO2	-3.825455576	0.51
PBK	-6.64385619	0.56
SCARA5	1.249198774	0.68
RP11-597M17.3	-2.083331706	0.36
NUGGC	-5.308165626	0.84
ELP3	1.844772303	0.71
ZNF395	1.202521129	0.01
FBXO16	-2.768983133	0.74
FZD3	-0.5206615	0.65
EXTL3	2.12410281	0.73
EXTL3-AS1	-2.263728192	0.57
INTS9	0.663988441	0.03
HMBOX1	2.731177798	0.02
HMBOX1-IT1	0.074825568	0.86
CTD-2647L4.4	2.268795619	0.85
KIF13B	1.310611542	0.63
DUSP4	-3.301124259	0.2
AC145110.1	-5.581141024	0.73
SARAF	4.834013595	1
LEPROTL1	2.336774339	0.87
MBOAT4	-6.64385619	0.94
RP11-51J9.5	-2.646461086	0.96
DCTN6	3.023167066	0.38
RP11-51J9.6	-0.231302732	0.29
HSPA8P11	-6.64385619	0.8
TUBBP1	-4.421832914	0.51
RBPMS-AS1	-2.603229915	0.54
RBPMS	2.920187231	0.01
CTD-2373N4.3	2.277055595	0.32
GTF2E2	1.293515998	0.76
GSR	3.017783669	0.69
UBXN8	-1.24262812	0.31
PPP2CB	2.602987021	0.83
TEX15	-6.64385619	0.97
RP5-1009N12.1	-0.586837306	0.44
PURG	-3.035097843	0.25
WRN	1.520680678	0.82
NRG1	-4.770817391	0.51
RP11-11N9.4	0.73657778	0.37
MTND1P6	-2.312344235	0.71
MTND2P32	-2.985646216	0.88
RP11-722E23.2	-0.908273911	0.79
FUT10	0.580341373	0.77
RP11-359B20.1	0.169553123	0.85
TTI2	0.275467079	0.2
MAK16	1.571991379	0.38
SNORD13	4.641294967	0.44
RNF122	2.317297087	0.06
DUSP26	3.343950786	0.7
RP11-734J24.1	-1.354557191	0.1
LSM12P1	-2.216138711	0.89
RP11-527N22.1	-6.64385619	0.15
LINC01605	-4.332322494	0.35
RP11-150O12.6	-6.64385619	0.04
ZNF703	-0.525773906	0.95
RP11-863K10.7	-6.64385619	0.92
ERLIN2	1.286232046	0.68
RP11-863K10.4	-0.855348564	0.45
PROSC	3.046931135	0.56
ADGRA2	1.000649361	0.47
BRF2	0.759771371	0.09
RAB11FIP1	2.066431563	0.38
ADRB3	-6.64385619	0.44
EIF4EBP1	1.21125375	0.86
KB-1836B5.1	-6.64385619	0.8
ASH2L	1.778178919	0.06
RP11-90P5.5	-6.64385619	0.78
STAR	-6.64385619	0.04
LSM1	2.70999059	0.57
BAG4	1.274309795	0.62
DDHD2	2.016826169	0.83
PLPP5	0.014595665	0.47
WHSC1L1	1.890898773	0.51
RP11-513D5.5	-2.025156819	0.11
RP11-350N15.5	-2.515842279	0.55
LETM2	-3.339154255	0.41
RP11-350N15.3	-2.556085406	0.78
RP11-350N15.6	-0.3377043	0.07
FGFR1	2.921108656	0.35
RPS20P22	1.081154084	0.3
RNF5P1	-6.64385619	0.89
TACC1	3.665639422	0.78
Y_RNA	0.701398905	0.05
RP11-723D22.2	-0.947779168	0.64
PLEKHA2	3.883344504	0.03
HTRA4	-1.086868037	1
TM2D2	1.19956198	0.88
ADAM9	3.682520014	0
ADAM32	-1.298822227	0.81
RP11-122L4.2	-6.64385619	0.17
ADAM18	-6.64385619	0.75
IDO1	-6.64385619	0.94
RP11-44K6.2	-6.64385619	0.12
IDO2	-5.406510546	0.97
C8orf4	3.259645655	0.1
ZMAT4	-3.729585491	0
SFRP1	3.958514349	0.1
CTD-3080F16.3	-0.474315924	0.72
GOLGA7	2.19999406	0.45
KRT18P37	-2.725599135	0.03
GINS4	-3.71559763	0.6
GPAT4	1.6407412	0.78
ANK1	1.665494931	1
RP11-930P14.1	-2.818753115	0.09
KAT6A	2.416798812	0.24
SNORD112	2.07033402	0.49
AP3M2	1.206394391	0.01
PLAT	0.321764271	0.82
IKBKB	0.662941248	0.97
POLB	1.368184453	0.27
VDAC3	4.934979807	0.79
SLC20A2	3.361218603	0.09
RP11-503E24.2	0.97819012	0.71
SMIM19	1.327128701	0.46
CHRNB3	-6.64385619	0.23
CHRNA6	-6.64385619	0.11
THAP1	1.25524597	0.59
RNF170	1.079017728	0.07
HOOK3	2.365468327	0.86
FNTA	1.234873787	0.56
POMK	1.472153032	0.06
HGSNAT	1.632213891	0.16
AFG3L2P1	-6.64385619	0.62
RPL10AP2	-6.64385619	0.7
RP11-1134I14.8	-3.22590017	0.97
SPIDR	0.936846949	0.26
RP11-697N18.3	-6.64385619	0.56
RP11-697N18.4	-0.806879989	0.4
CEBPD	1.545300501	0.52
PRKDC	3.492783758	0.43
MCM4	1.621976436	0.59
UBE2V2	1.264769988	0.03
RP11-513O13.1	-6.64385619	0.16
RP11-567J20.2	-6.64385619	0.03
AC026904.1	-6.64385619	0.3
EFCAB1	-5.615753935	0.86
SNAI2	0.164060057	0.52
RP11-10H3.1	-6.64385619	0.06
PXDNL	4.236813787	0.08
BTF3P1	0.558399604	0.17
RP11-11C20.3	0.226832921	0.76
PCMTD1	3.432259109	0.64
RP11-110G21.2	-6.64385619	0.63
RP11-110G21.1	-0.42665186	0.58
RP11-546K22.3	-1.136949601	0.77
ST18	-5.765561951	0.49
RPL34P17	-6.64385619	0.34
RB1CC1	3.85256968	0.6
CTD-3214K23.1	-0.957679637	0.81
OPRK1	-6.64385619	0.22
RP11-1081M5.2	-0.24581689	0.03
RP11-1081M5.1	2.163228714	0.57
RP11-400K9.4	2.69613674	0.93
ATP6V1H	2.027050627	0.13
TCEA1	1.255242597	0.88
RP11-30L15.6	-1.246854153	0.72
LYPLA1	2.1139437	0.2
MRPL15	4.33064639	0.25
RP11-767C6.1	-6.64385619	0.95
SOX17	0.160596335	0.1
SEC11B	-6.64385619	0.33
RP1	-4.959085532	0.44
XKR4	-3.396602359	0.86
RP11-386G21.2	-6.64385619	0.46
TMEM68	-0.444591584	0.82
TGS1	1.846653554	0.18
LYN	-0.82106017	0.89
RP11-318K15.2	-3.327002918	0.06
RP11-446E9.1	-1.242847026	0.22
RPS20	3.960300344	0.65
PLAG1	1.190448908	0.99
CHCHD7	1.184451813	0.09
RP11-140I16.3	-0.186058951	0.16
SDR16C5	-5.137963998	0.47
PENK	-0.905408646	0.85
SEPT10P1	-4.013397755	0.54
LINC00968	-2.036900023	0.56
IMPAD1	3.703955056	0.65
CTD-2339F6.1	-3.581254992	0.81
FAM110B	1.991648673	0.39
UBXN2B	2.180220345	0.07
SDCBP	4.048923552	0.43
NSMAF	1.673831234	0.78
TOX	-1.35944317	0.7
RP11-25K19.1	-4.486332239	0.35
CA8	0.311603908	0.51
LINC01301	-3.954512953	0.45
RAB2A	3.704789877	0.19
CHD7	1.820005996	0.64
CLVS1	-4.857980939	0.77
ASPH	2.139810771	0.14
RN7SKP97	-6.64385619	0.05
NKAIN3	-6.64385619	0.24
UG0898H09	-4.025130032	0.41
GGH	-3.881979284	0.94
YTHDF3-AS1	-3.410732049	0.64
YTHDF3	3.789020961	0.97
RP11-16E18.3	-1.351594407	0.73
RP11-21C4.1	-6.64385619	0.81
BHLHE22	-3.047213165	0.62
CYP7B1	0.094314395	0.92
RP11-1D12.1	-3.498874606	0.55
CTD-3025N20.3	0.548591349	0.73
ARMC1	2.856163232	0.7
MTFR1	0.689892471	0.53
RP11-707M3.3	-1.262766944	0.32
PDE7A	3.806779059	0.11
CTD-2532N20.1	-6.64385619	0.82
DNAJC5B	-6.64385619	0.45
AC084082.3	-0.196550354	0.06
TRIM55	3.867793915	0.2
RRS1-AS1	-2.754481616	0.01
RRS1	0.679379793	0.11
ADHFE1	2.932850607	0.87
C8orf46	-0.917565737	0.35
RP11-346I3.2	-3.609791583	0.32
MYBL1	-0.245619972	0.08
VCPIP1	2.251472804	0.23
C8orf44	0.517056757	0.36
SGK3	-0.937218777	0.91
MCMDC2	-1.225001811	0.66
SNHG6	3.209635106	0.72
TCF24	-4.908166993	0.9
PPP1R42	-4.763563682	0.1
RP11-409C19.2	-4.666097931	0.7
COPS5	1.915193844	1
CSPP1	1.317725232	0.22
ARFGEF1	2.656566316	0.46
RP11-7F18.2	-6.64385619	0.76
PREX2	2.074862639	0.08
RP11-403D15.1	-1.29095393	0.33
C8orf34	-5.539974259	0.74
LINC01592	-6.64385619	0.24
GS1-44D20.1	-3.463389998	0.24
RP11-21C17.1	-6.64385619	0.46
SULF1	1.407781073	0.97
SLCO5A1	0.665365356	0.67
RP11-159H10.3	-0.997788288	0.68
SDCBPP2	-3.677173764	0.44
NCOA2	3.378038271	0.36
BTF3P12	-6.64385619	0.26
RP11-333A23.4	-6.64385619	0.21
TRAM1	3.731283255	0.02
LACTB2	1.89845198	0.91
XKR9	-4.611729486	0.58
EYA1	1.410927402	0.38
MSC-AS1	-0.511930458	0.56
MSC	-0.932459967	0.11
RPS20P20	-1.454411095	0.93
RP11-142A23.1	-1.678420648	0.42
RP11-656G20.1	-3.849262641	0.09
TERF1	0.349281549	0.25
RP11-531A24.5	-1.145589388	0.11
SBSPON	-2.759709143	0.42
RPL7	-0.919027203	0.38
RDH10	1.496727692	0.6
RDH10-AS1	-2.31848928	0.09
STAU2	2.922237326	0.46
RP11-181D18.4	-0.311221899	0.48
UBE2W	1.879888009	0.01
RN7SL760P	-6.64385619	0.71
TCEB1	1.338566156	0.64
TMEM70	1.517426798	0.75
RP11-367E12.4	-1.650126669	0.98
LY96	-0.312630951	0.17
RP11-6I2.3	-3.446101553	0.17
RPS3AP32	-2.577515567	0.72
RP1-16A9.1	-6.64385619	0.54
JPH1	1.156240005	0.76
GDAP1	0.209788501	0.13
MIR2052HG	-5.022718031	0.12
RP11-730G20.2	-0.706666998	0
PI15	-5.218267769	0.6
CRISPLD1	-0.750626063	1
CASC9	-6.64385619	0.8
ZFHX4	-0.87671228	0.97
PEX2	1.511585398	0.08
PKIA	4.879347359	0.64
RP11-594N15.3	2.072019967	0.84
ZC2HC1A	1.204416461	0.95
IL7	-3.623296931	0.92
THAP12P7	-3.115455615	0.42
RP11-79H23.3	-6.64385619	0.05
HEY1	1.48102625	1
LINC01607	-2.61761306	0.83
RP11-26J3.1	-4.854091986	0.75
MRPS28	0.711098649	0.94
RP11-26J3.3	0.88927869	0.41
TPD52	0.136648033	0.67
RP11-941H19.1	-6.64385619	0.54
RP11-48B3.5	-1.102283989	0.71
ZBTB10	2.396752587	0.14
RP11-48B3.4	-1.685789528	0.99
ZNF704	2.730124095	0.71
CKS1BP7	-0.933798802	0.22
RNU11-6P	-0.124576283	0.09
RN7SL308P	0.297323207	0.47
HMGB1P41	1.227170573	0.45
PAG1	2.027423986	0.09
UBE2HP1	-6.64385619	0.58
FABP5	-0.758844446	0.54
PMP2	-3.417178467	0.46
FABP4	3.848188938	0.29
FTH1P11	-2.126599215	0.14
IMPA1	2.523920949	0.35
SLC10A5	-1.776290344	0.61
ZFAND1	1.685763468	0.21
CHMP4C	-0.127638409	0.48
SNX16	0.482623263	0.62
RALYL	-1.338027144	0.18
RP11-509P12.1	-2.994572293	0.07
LRRCC1	0.400873428	0.35
RP11-219B4.7	-4.34585148	0.42
E2F5	-1.095423899	0.55
C8orf59	2.349876042	0.41
CA13	-0.10968164	0.75
CA1	-4.656077776	0.5
CA3	0.898720591	0.92
CA3-AS1	-2.307625497	0.33
CA2	0.825364127	0.95
ATP6V0D2	-6.64385619	0.57
CTD-2284J15.1	-1.929928475	0.12
WWP1	3.551208922	0.22
RMDN1	3.150471495	0.66
NTAN1P2	0.691193942	0.82
SLC2A3P4	-3.441738822	0.19
CPNE3	3.976745378	0.24
CNGB3	-5.505913185	0.05
RP11-386D6.1	-6.64385619	0.85
CNBD1	-4.906214941	0.38
MMP16	-0.499786683	0.03
RP11-642C5.1	-3.157303373	0.31
KRT8P4	-2.894483901	0.82
RP11-37B2.1	0.936079382	0.62
RIPK2	0.275117304	0.84
OSGIN2	1.482350905	0.32
NBN	2.492072207	0.88
DECR1	4.606048856	0.47
AB015752.3	-6.64385619	0.19
TMEM64	0.995458388	0.09
RP11-68L18.1	-6.64385619	0.11
NECAB1	-1.37103145	0.42
C8orf88	3.651068359	0.3
TMEM55A	2.130464253	0.18
OTUD6B-AS1	2.271863474	0.4
OTUD6B	1.50168942	0.83
LRRC69	-1.376652866	0.41
CTD-2114J12.1	-4.287387498	0.56
SLC26A7	-4.366705197	0.44
RN7SKP231	0.809405385	0.33
RUNX1T1	1.142478258	0.42
RP11-100L22.1	-1.227976321	0.68
FLJ46284	-0.809315682	0.79
TRIQK	2.22801003	0.33
LINC00535	-2.985646216	0.07
FAM92A	1.02997186	0.79
CTD-2006H14.2	1.30407485	0.83
RP11-10N23.2	-0.765429773	0.77
RBM12B	2.416862	0.48
RBM12B-AS1	-6.64385619	0.19
TMEM67	1.75221432	0.23
PDP1	3.798218635	0.66
MIR378D2	-3.764619757	0.87
RPL34P18	1.359808965	0.23
CDH17	-6.64385619	0.26
GEM	1.432203399	0.12
RAD54B	-1.511790284	0.36
FSBP	-2.19383113	0.1
RP11-267M23.1	0.231424856	0.24
KIAA1429	2.350994231	0.57
RP11-267M23.4	-2.022837881	0.44
RP11-267M23.6	-1.021308076	0.75
ESRP1	-3.798251753	0.71
DPY19L4	2.215134326	0.21
INTS8	1.759105434	0.43
CCNE2	-2.306846044	0.5
RP11-347C18.5	-1.31553257	0.41
NDUFAF6	0.696466333	0.69
TP53INP1	2.512851974	0.52
RP11-347C18.3	-2.472379188	0.82
PLEKHF2	2.017534987	0.73
C8orf37-AS1	-6.64385619	0.21
C8orf37	0.107945755	0.25
GDF6	-4.552867677	0.67
UQCRB	4.679634887	0.26
KB-1043D8.6	-0.639880066	0.88
MTERF3	2.781888567	0.16
PTDSS1	3.499525209	0.56
KB-1448A5.1	-6.64385619	0.78
SDC2	3.129086308	0.18
CPQ	2.265877451	0.03
KB-1958F4.2	-6.64385619	0.97
KB-1958F4.1	0.397109367	0.32
KB-1000E4.2	-2.833306897	0.57
TSPYL5	2.280897419	0.79
MTDH	3.169487874	0.94
LAPTM4B	5.693154168	0.02
MATN2	1.927609315	0.84
RPL30	4.608878299	0.81
KB-1208A12.3	-6.64385619	0.8
SNORA72	1.198724666	0.3
ERICH5	0.428871691	0.37
RIDA	2.348332213	0.35
POP1	-0.246169511	0.53
NIPAL2	1.070735816	0.54
STK3	0.608982511	0.55
KCNS2	-5.554253567	0.47
KB-1517D11.4	-6.64385619	0.68
RNU6-748P	-0.801213737	0.33
RP11-44N12.4	-6.64385619	0.85
OSR2	-3.436481792	0.58
RP11-410L14.2	0.812704649	0.63
RP11-410L14.1	-0.510662557	0.68
VPS13B	2.223315777	0.45
CTD-2340D6.1	-6.64385619	0.15
AC018442.1	-2.976010186	0.48
COX6C	4.979765722	0.75
RGS22	-3.014109502	0.3
FBXO43	-6.64385619	0.28
POLR2K	3.05864329	0.2
SPAG1	-0.870136494	0.37
RNF19A	3.512792771	0.32
KB-173C10.2	-1.177935911	0.52
KB-173C10.1	1.084930192	0.04
ANKRD46	1.511190541	0.28
GAPDHP62	-6.64385619	0.34
SNX31	-6.64385619	0.55
PABPC1	3.708703706	0.14
RP11-521I2.3	-0.521161245	0.76
YWHAZ	2.658756997	0.55
FLJ42969	-4.609213796	0.53
KB-1460A1.1	-0.807822128	0.99
KB-1460A1.5	0.368961987	0.93
ZNF706	1.311944085	0.27
KB-1410C5.5	-6.64385619	0.09
KB-1410C5.4	-6.64385619	1
NCALD	0.275450135	0.38
snoU13	-0.774462249	0.62
KB-1396H2.2	0.022277406	0.28
RRM2B	2.163358437	0.72
UBR5-AS1	-1.251846704	0.63
UBR5	3.298723962	0.86
KB-431C1.5	-3.405332657	0.09
KLF10	3.023942053	0.44
KB-1732A1.1	-3.756709692	0.88
AZIN1	3.756102564	0.78
AZIN1-AS1	-1.048336087	0.26
KB-1507C5.3	-0.795904362	0.58
RPL5P24	-2.772531939	0.17
KB-1507C5.4	-0.395639511	0.08
ATP6V1C1	2.328112624	0.69
LINC01181	-6.64385619	0.9
BAALC	-1.991278703	0.28
BAALC-AS1	-2.464492811	0.23
RP11-318M2.3	-3.139384468	0.53
FZD6	1.560109553	0.02
CTHRC1	-2.225463787	0.03
RP11-1C8.6	0.1336863	0.94
SLC25A32	1.984148801	0.58
DCAF13	0.219506244	0.31
RIMS2	-5.728609054	0.24
DPYS	-6.64385619	0.48
DCSTAMP	-6.64385619	0.97
KB-1742H10.3	-3.97144483	0.25
LRP12	1.261933724	0.7
ZFPM2	2.135658597	0.27
RP11-642D21.1	1.861316819	0.3
ZFPM2-AS1	-4.746100771	0.61
RP11-395G23.3	-2.473339784	0.42
OXR1	2.366766398	0.23
RP11-649G15.2	-1.43780279	0.14
TAGLN2P1	-0.932593909	0.58
ABRA	2.75597894	0.87
ANGPT1	-0.85800082	0.17
RSPO2	-5.341572764	0.26
EIF3E	3.137722496	0.1
EMC2	2.467578476	0.12
TMEM74	-1.367811028	0.67
NUDCD1	0.883529565	0
ENY2	1.199105795	0.96
PKHD1L1	-2.14974871	0.19
RP11-419L20.2	-6.64385619	0.83
EBAG9	1.620603417	0.2
SYBU	-2.09955118	0.23
CTD-2544L4.1	-6.64385619	0.27
RP11-238I10.1	-6.64385619	0.41
KB-1299A7.2	-6.64385619	0.28
RP11-1101K5.1	-6.64385619	0.77
CSMD3	-4.56426621	0.87
TRPS1	0.914204088	0.87
EIF3H	2.988018576	0.57
UTP23	1.055053761	0.74
RAD21	4.208986217	0.55
RAD21-AS1	-3.835810714	0.88
MED30	0.190623112	0.84
EXT1	1.697013546	0.2
SAMD12	2.10846983	0.97
TNFRSF11B	1.275984353	0.9
COLEC10	-0.679977057	0.05
MAL2	-2.730057639	0.58
RP11-4K16.2	-6.64385619	0.36
NOV	-0.494683787	0.52
ENPP2	-0.085455865	0.36
TAF2	1.856971433	0.44
DSCC1	-1.226971473	0.4
RP11-85I17.2	-3.588456866	0.38
RN7SL396P	0.306992124	0.33
DEPTOR	0.427190282	0
RP11-760H22.2	0.074508823	0.67
COL14A1	1.464197915	0.65
MRPL13	1.332580757	0.23
MTBP	-2.561313599	0.93
SNTB1	0.424817128	0.42
NCAPGP1	-3.187311949	0.58
HAS2	-2.451714431	0.5
HAS2-AS1	-6.64385619	0.28
RP11-398G24.2	-6.64385619	0.28
RP11-94A24.1	-3.069724422	0.77
RP11-96B2.1	-3.243100001	0.21
LINC01151	-0.415725676	0.44
RP11-973F15.2	0.762111619	0.34
RP11-44N11.2	-6.64385619	0.69
RP11-44N11.3	-6.64385619	0.39
ZHX2	3.05978864	0.76
RP11-44N11.1	1.543039002	0.25
DERL1	2.12282394	0.48
TBC1D31	0.793787105	0.36
HMGB1P19	-0.908273911	0.74
C8orf76	-0.207610467	0.67
ZHX1-C8orf76	-2.379774589	0.22
UBA52P5	2.104042815	0.95
ZHX1	2.449087598	0.85
RP11-468O2.1	-2.275600139	0.95
ATAD2	1.804765389	0.72
hsa-mir-548d-1	-0.662011033	0.52
WDYHV1	1.130292194	0.76
FBXO32	4.566991803	0.97
CTD-2552K11.2	-6.64385619	0.04
KLHL38	1.625046753	0.84
FAM91A1	1.126451929	0.67
FER1L6	-5.061698969	0.39
RP11-37N22.1	-2.63070386	0.03
RP11-383J24.1	-3.069724422	0.56
TMEM65	3.234481488	0.33
TRMT12	1.303869365	0.81
RNF139-AS1	-1.752605677	0.71
RNF139	2.61126814	0.8
TATDN1	0.590899489	0.81
RP11-158K1.3	0.084602186	0.83
NDUFB9	4.77549846	0.15
MTSS1	1.379793039	0.32
RP11-532M24.1	-3.851690547	0.14
RP11-1082L8.3	-6.64385619	0.62
LINC00964	-5.507945703	0.92
RP11-1082L8.1	-4.079925352	0.04
ZNF572	-0.57087163	0.54
SQLE	-0.356949942	0.8
KIAA0196	2.519956033	0.99
NSMCE2	1.129974143	0.85
RN7SL329P	-6.64385619	0
TRIB1	2.370571756	0.94
LINC00861	-3.995336049	0.22
FAM84B	0.601435594	0.19
RP11-89K10.1	-6.64385619	1
PCAT1	-6.64385619	0.75
PRNCR1	-4.246999471	0.17
RP11-255B23.1	-2.689353799	0.52
CCAT2	-6.64385619	0.9
POU5F1B	-5.555966791	0.85
MYC	0.83122728	0.82
PVT1	-3.719709975	0.23
GSDMC	-3.438236783	0.33
FAM49B	0.994412948	0.99
RNU7-181P	0.714258743	0.68
MIR5194	-6.64385619	0.64
ASAP1	2.802413015	0.72
ASAP1-IT2	-0.354084082	0.74
KB-1568E2.1	-6.64385619	0.44
EFR3A	3.600657213	0.71
KCNQ3	-2.933682208	0.29
LRRC6	0.958238765	0.94
TMEM71	4.336261413	0.5
PHF20L1	2.01430926	0.8
CTC-137K3.1	0.232739573	0.15
TG	-3.635621275	0.82
SLA	-1.803361075	0.22
WISP1	-2.582464761	0.55
NDRG1	2.250303776	0.24
ST3GAL1	3.77052381	0.31
RP11-629O1.2	-1.138335606	0.56
ZFAT	-0.268352902	0.81
AC083843.4	1.994364432	0.3
AC083843.1	2.492001062	0.44
MIR30B	-6.64385619	0
MIR30D	-0.197749308	0.38
AC083843.2	-2.716634664	0.2
KHDRBS3	-0.696247819	0.61
RP11-30J20.1	-6.64385619	0.37
FAM135B	-6.114968852	0.5
COL22A1	-4.152446714	0.6
TRAPPC9	1.175780514	0.56
PEG13	-2.23593663	0.23
CTA-204B4.2	-1.266558772	0.3
CHRAC1	1.232357809	0.44
AGO2	2.123642079	0.88
RP11-642A1.2	-0.287633819	0.74
ERICD	-1.684009162	0.02
PTK2	2.217452437	0.79
CTD-2014D20.1	-1.29095393	0.83
DENND3	1.055682166	0.59
RP11-809O17.1	-0.026325485	0.67
SLC45A4	0.666329832	0.39
RP11-10J21.2	-0.851094409	0.11
RP11-10J21.4	0.61328655	0.71
CTD-3064M3.3	-3.806500376	0.19
GPR20	-2.562372975	0.69
CTD-3064M3.4	-3.359340309	0.63
PTP4A3	4.816297949	0.44
CTD-3064M3.7	0.602012718	0.93
TSNARE1	-0.384538467	0.37
RP13-467H17.1	-6.64385619	0.37
ADGRB1	-3.890812655	0.24
ARC	-6.64385619	0.59
JRK	0.08829443	0.55
LY6K	-3.564829341	0.92
CTD-2292P10.4	-5.000955781	1
THEM6	0.280598521	0.68
LYNX1	3.399193148	0.24
RP11-273G15.2	-5.284397746	0.75
LY6E	1.309290329	0.96
C8orf31	-2.697208478	0
LY6H	-6.64385619	0.85
GPIHBP1	0.0210249	0.97
ZFP41	-2.131098717	0.24
GLI4	-0.253391377	0.03
MINCR	-0.928771503	0.07
ZNF696	-1.265225802	0.67
TOP1MT	-2.644992102	0.26
RHPN1-AS1	-6.64385619	0.32
RHPN1	-3.602825918	0.38
MAFA	-6.64385619	0.12
ZC3H3	0.486146588	0.37
RP11-661A12.5	-6.64385619	0.03
GSDMD	0.083504858	0.39
MROH6	-4.741796946	0.15
NAPRT	0.584228172	0
RP11-661A12.8	-3.816442188	0.01
EEF1D	3.230284568	0.13
TIGD5	-1.27588837	0.92
PYCRL	-1.131739656	0.03
TSTA3	0.957748917	0.89
ZNF623	1.118630911	0.7
ZNF707	-2.316757136	0.37
RP11-429J17.2	-3.806500376	0.89
MAPK15	-6.64385619	0.24
FAM83H	-4.573023162	0.67
FAM83H-AS1	-4.431878353	0.59
SCRIB	0.541708351	0.5
PUF60	1.853597742	0.47
NRBP2	1.670623842	0.48
EPPK1	-5.55224765	0.8
PLEC	3.888868439	0.25
PARP10	-0.358367066	0.12
GRINA	2.748256853	0.95
OPLAH	1.983182825	0.74
CTD-3065J16.9	-3.245168092	0.77
EXOSC4	0.055398301	0.34
GPAA1	1.873997351	0.76
CYC1	5.4115733	0.31
SHARPIN	1.71527162	0.36
MAF1	3.686928103	0.33
WDR97	-4.130393423	0.89
HGH1	-0.169643792	0.93
MROH1	0.540314712	0.96
