	fc	p
RP11-298C3.2	-1.695808646	0.07
RP11-268G12.3	-6.64385619	0.7
RP11-268G12.1	-6.64385619	0.94
RP1-146A15.1	-0.602198652	0.5
CXORF21	-2.53429104	0.98
FTLP2	-6.64385619	0.08
GK-IT1	-2.626165766	0.39
RP11-242C19.2	0.11576979	0.47
TBCAP1	-1.399679459	0.56
TMEM47	3.479876911	0.01
PRRG1	1.12255771	0.98
LANCL3	-3.638360638	0.33
DYNLT3	1.946445082	0.6
AL121578.2	-3.396277758	0.51
SYTL5	-2.157893639	0.32
SRPX	3.198492714	0.94
RP13-43E11.1	-2.36419932	0.46
RPGR	0.201989817	0.54
RN7SL732P	-0.705248546	0.63
GAPDHP1	0.412225804	0.03
BCOR	2.027663364	0.58
RP11-320G24.1	-4.360662263	0.34
CXORF38	0.174041828	0.35
MED14OS	-3.69829673	0.19
MKRN4P	-6.64385619	0.66
SDCBPP3	-6.64385619	0.36
RP13-13A3.1	-2.022450998	1.0
RP11-204C16.4	-3.440864303	0.3
GPR34	-1.06069503	0.38
GPR82	-6.64385619	0.65
RNU6-202P	-0.647296046	0.02
NDP	-2.819484836	0.95
RP6-218J18.2	-4.382454407	0.7
EFHC2	0.750521555	0.15
RRM2P3	-1.892241756	0.22
FUNDC1	2.500685856	0.15
CXORF36	1.901480537	0.34
LINC01204	-6.64385619	0.74
MIR222HG	-0.647806046	0.02
RP6-99M1.3	-1.098278981	0.03
LINC01186	-0.188665197	0.72
GAPDHP65	-6.64385619	0.72
ZNF674	-0.638850131	0.05
ZNF674-AS1	-0.561082518	0.24
LINC01545	-0.124576283	0.72
JADE3	0.314078323	0.21
RGN	2.361700446	0.7
RNU6-1189P	2.346189792	0.77
RNU12-2P	-6.64385619	0.27
RBM10	2.207155014	0.28
INE1	-0.145872951	0.26
CDK16	2.707041183	0.15
LINC01560	-0.357673444	0.71
ARAF	2.45645759	0.01
TIMP1	3.403420268	0.18
UXT-AS1	-2.588975543	0.73
RP3-393P12.1	-4.262488154	0.22
WASF4P	-2.543417038	0.03
ZNF81	0.895933938	0.0
ZNF182	0.591668381	0.57
ZNF630	0.540356525	0.11
RBM3	3.650607134	0.65
RP11-1148L6.8	-1.766488823	0.72
WDR13	1.996168332	0.03
AC115617.2	-0.673672494	0.58
PIM2	-1.092665188	0.29
GRIPAP1	1.033713367	0.16
TFE3	0.976776043	0.02
CCDC120	-2.472507309	0.2
PRAF2	-0.577047831	0.69
AC231657.1	-2.00335458	0.86
MAGIX	-3.431326863	0.26
PLP2	2.962265724	0.03
PRICKLE3	-0.94335619	0.3
SYP	-2.640250747	0.22
CACNA1F	-5.188767342	1.0
PPP1R3F	1.044779644	0.08
LL0XNC01-7P3.1	-0.880082365	0.44
USP27X-AS1	-3.932818452	0.52
USP27X	-1.49132503	0.05
CCNB3	-4.194281503	0.61
SHROOM4	1.723845757	0.6
RP11-348F1.2	-3.61280678	0.28
RP11-22B10.3	0.86525166	0.6
IPO7P1	0.199589241	0.6
EIF4A2P4	-1.27379734	0.28
FAM156A	-3.589994189	0.21
GPR173	-0.738899842	0.15
KANTR	0.367240136	0.36
RP11-258C19.7	0.849670702	0.97
MIR6894	0.095567518	0.89
KDM5C-IT1	-2.557885003	0.37
IQSEC2	-1.065002971	0.68
RIBC1	-2.726349564	0.51
MIR98	-6.64385619	0.87
RP11-272G22.3	-6.64385619	0.09
PHF8	0.606465827	0.9
FAM120C	0.63487003	0.06
TSR2	2.673921425	0.12
GNL3L	2.718457464	0.86
TRO	-1.303018916	0.06
APEX2	0.217546484	0.69
ALAS2	-2.082037482	0.61
FAM104B	0.68117628	0.43
MTRNR2L10	-2.019739661	0.51
MAGEH1	1.745323631	0.96
USP51	-0.266341607	0.23
RP13-188A5.1	-2.001980009	0.2
RP11-54I5.1	-2.718221255	0.43
KLF8	-0.142240324	0.69
RP11-431N15.2	-3.401719124	0.32
LINC01420	1.48658268	0.51
SPIN3	-0.003646368	0.1
SPIN2B	-0.59165586	0.48
RP3-323P24.3	-3.311472766	0.94
PPP1R11P2	-1.047443602	0.34
MTHFD1P1	-4.220095487	0.48
ZXDB	0.720570237	0.16
NLRP2B	-6.64385619	0.25
ZXDA	-0.216244669	0.16
RP11-3D23.1	-3.920950181	0.2
CBX1P1	-0.00133259	0.34
LINC01278	0.768089322	0.25
SPIN4	-1.018564198	0.04
ARHGEF9-IT1	-0.366511397	0.96
HNRNPDP1	-1.999685899	0.99
RP11-403E24.1	-2.471225529	0.08
AMER1	0.595179076	0.3
RP11-284B18.3	-1.530652502	0.54
ZC4H2	-1.729388544	0.53
CCT4P2	-4.351803438	0.05
ZC3H12B	-3.655482029	0.25
TLE1P1	-2.21847619	0.93
ETF1P3	-4.011313554	0.74
MIR223	-2.806248024	0.94
VSIG4	0.0404101	0.39
RP6-201G10.2	-2.87411219	0.15
RP11-516A11.1	-1.990099763	0.72
SERBP1P1	-3.132595781	1.0
EFNB1	1.70876987	0.1
CYCSP43	-6.64385619	0.68
FAM155B	-0.364454615	0.01
IGBP1	3.130718046	0.51
TEX11	-5.163701801	0.37
RPS23P8	4.834477456	0.5
SOCS5P4	-2.30303563	0.85
SNX12	2.317736565	0.98
ZMYM3	1.398272983	0.08
NONO	3.090021461	0.39
ITGB1BP2	3.625898558	0.95
AL590762.6	-6.64385619	0.43
ACRC	-0.753468838	0.03
NHSL2	0.026950227	0.26
RGAG4	-1.317005163	0.81
PIN4	0.261016014	0.92
RN7SL388P	-1.45027791	0.88
RNU2-68P	-0.639880066	0.29
NAP1L2	1.345764579	0.64
TOMM20P4	-0.027841403	0.69
MAP2K4P1	-4.888422776	0.32
CHIC1	1.795167236	0.39
TSIX	-6.4260732	0.06
XIST	2.532602914	0.19
JPX	1.260025555	0.68
RP13-216E22.4	1.273811951	0.64
FTX	2.251661694	0.6
RP13-36G14.4	-1.286296064	0.52
RPSAP14	-1.530652502	0.43
RP13-204A15.5	-0.467124491	0.6
DDX3P2	-0.853223112	0.46
MKRN5P	1.722544851	0.12
RP3-368A4.5	2.974422226	0.87
RP3-368A4.6	3.140542075	0.88
MIR421	3.676554509	0.99
MIR374B	2.07033402	0.26
RN7SL648P	3.109209654	0.49
MIR545	-0.787902176	0.39
MIR374A	-6.64385619	0.11
THAP12P1	-4.741317368	0.23
RPS7P14	-6.64385619	0.53
PABPC1P3	-1.306367058	0.37
KIAA2022	-3.150279506	0.21
UPRT	1.978085113	0.42
ZDHHC15	-0.426109354	0.42
BRAFP1	-1.736133453	0.04
TTC3P1	0.389279239	0.74
PBDC1	1.183092127	0.08
LDHBP2	-2.942672812	0.69
MAGEE1	-0.368552867	0.09
MIR325HG	-4.538129623	0.53
ATRX	3.32642662	0.04
RP5-1000K24.2	-2.445468716	0.51
UBE2V1P7	-6.64385619	0.93
ZCCHC5	-2.378742021	0.95
GPR174	-2.700122328	0.62
ITM2A	3.385835991	0.59
TBX22	-6.64385619	0.59
CHMP1B2P	-4.498136045	0.55
BRWD3	0.632220759	0.66
VDAC1P1	-1.763205743	0.52
HMGN5	-1.812495468	0.4
SH3BGRL	2.573940166	0.15
RP11-346E8.1	-3.702473611	0.06
HDX	-1.814414656	0.81
APOOL	2.817529894	0.53
POF1B	1.310834911	0.02
STIP1P3	-4.406559202	0.62
KLHL4	-2.506985549	0.74
RP3-452M16.1	-6.64385619	0.47
RP13-140E4.1	-0.347406302	0.0
USP12PX	-3.89797103	0.38
PABPC5-AS1	-6.64385619	0.9
PABPC5	-2.435337087	0.73
PCDH11X	-6.041581721	0.2
RP13-88F20.1	-4.984910352	0.47
NAP1L3	1.28297745	0.34
FAM133A	-2.551274098	0.83
RP5-961K14.1	-2.919937727	0.63
DIAPH2	1.547174706	0.06
PCDH19	-1.345841733	0.59
TNMD	-4.396708358	0.08
TSPAN6	-0.431052446	0.21
SRPX2	2.003661183	0.52
RP11-524D16__A.3	0.822273392	0.38
TRMT2B	1.284070079	0.61
TMEM35A	-4.901116547	0.45
BTK	-2.817288388	0.65
ARMCX4	-0.71067991	0.28
RP3-514P16.1	-4.517268202	0.36
ARMCX1	2.847182336	0.75
ARMCX6	0.317589553	0.3
ARMCX3	3.560094085	0.61
RP4-545K15.5	2.315129145	0.46
ARMCX2	2.293346974	0.04
ZMAT1	1.579636549	0.33
TCEAL2	-4.435504536	0.85
BEX5	-3.017231751	0.59
TMSB15A	-6.64385619	0.53
FOXN3P1	-3.449579954	0.92
ARMCX5	0.173732433	0.23
ARMCX5-GPRASP2	0.277124822	0.93
GPRASP1	1.808385772	0.05
BEND7P1	-2.815821947	0.31
GPRASP2	2.151228593	0.82
BHLHB9	0.278267188	0.94
LINC00630	0.044184024	0.69
MTND1P32	-0.240961656	0.69
MTND2P2	-1.12999863	0.96
MTCO1P19	-2.936029254	0.8
MTCO2P19	-1.677253463	0.77
MTATP6P19	-0.619550468	0.84
MTND4P32	-0.748334559	0.05
MTND5P26	-1.127584349	0.44
MTCYBP32	-1.135215136	0.29
LL0XNC01-237H1.2	1.167713139	0.25
RAB40AL	-2.974073901	0.53
BEX1	2.571823677	0.11
NXF3	-4.499086448	0.38
BEX4	3.907136447	0.02
TCEAL8	4.219058723	0.88
TCEAL5	-6.64385619	0.76
BEX2	-1.653695913	0.4
TCEAL7	0.630234779	0.1
TCEAL9	2.9376849	0.72
BEX3	4.535665792	0.33
RP13-349O20.2	-6.64385619	0.31
RAB40A	-2.513136639	0.38
TCEAL4	2.768694786	0.37
GHC-857G6.7	-3.119476731	0.89
TCEAL3	0.279835107	0.31
TCEAL3-AS1	-0.967509972	0.31
TCEAL1	2.191258908	0.83
MORF4L2-AS1	-2.693241019	0.47
PLP1	-2.069082136	0.98
RP11-370B6.1	-6.64385619	0.73
LL0XNC01-116E7.1	-2.452365232	0.55
LL0XNC01-116E7.2	-6.64385619	0.83
LL0XNC01-116E7.4	-6.64385619	0.74
SLC25A53	-0.940014372	0.56
ZCCHC18	-2.713853331	0.31
FAM199X	1.829364445	0.8
KCTD9P2	-2.406000143	0.64
NRK	0.996593045	0.87
MUM1L1	1.840075212	0.86
CXORF57	-1.883224694	0.47
MORC4	-0.459124119	0.54
RBM41	0.998353236	0.66
NUP62CL	-0.180286373	0.44
RP13-383K5.4	-6.64385619	0.04
MID2	0.188929017	0.22
COL4A6	0.382406753	0.22
COL4A5	1.607904928	0.79
NXT2	-0.783282342	0.63
KCNE5	-4.294498572	0.21
TMEM164	3.323239719	0.72
MIR3978	0.268705498	0.41
AMMECR1	-1.751277221	0.8
RGAG1	-1.767497394	0.23
PAK3	-4.294611027	0.74
EIF4BP7	-1.410957371	0.0
LHFPL1	-6.64385619	0.6
AMOT	0.025298565	0.69
LRCH2	-0.834377829	0.61
SNORA35	0.911355517	0.25
PLS3-AS1	-3.875080169	0.6
PLS3	3.223719617	0.93
DANT2	2.086443209	0.0
API5P1	-4.323195903	0.59
RP11-232D9.2	-6.64385619	0.48
RP1-278D1.2	-3.003434046	0.52
RP1-169K13.3	-1.732171972	0.6
WDR44	2.194070448	0.23
RP13-128O4.3	-3.903762415	0.44
LINC01285	-3.268696693	0.16
LONRF3	-0.755636611	0.83
KIAA1210	-6.64385619	0.28
SLC25A43	-0.667033744	0.57
RP3-404F18.5	-1.224262461	0.43
RNU1-67P	0.567110438	0.23
RN7SL118P	-6.64385619	0.43
SLC25A5-AS1	-2.021999492	0.98
CXORF56	1.641649911	0.05
NKRF	0.450117672	0.21
SEPT6	1.007088846	0.58
SOWAHD	-6.64385619	0.06
RNF113A	0.651442787	0.91
NKAP	-0.145240512	0.23
RHOXF1-AS1	-3.227998233	0.61
NKAPP1	-0.547680067	0.15
SFR1P1	-1.872589047	0.06
EEF1A1P30	-0.958217636	0.95
ZBTB33	0.913582097	0.75
TMEM255A	-3.784793852	0.64
MCTS1	1.283569766	0.25
PA2G4P1	-3.173864018	0.34
HSPA8P1	-3.200968464	0.84
RP13-192B19.2	-3.403269152	0.16
RPL3P12	-2.253048188	0.21
RNU6-122P	-6.64385619	1.0
RP1-315G1.3	-2.35791663	0.96
TENM1	-1.928852788	0.03
MTCO1P53	-6.64385619	0.32
MTND4LP1	-6.64385619	0.78
MTND4P24	-6.64385619	0.1
PRR32	-6.64385619	0.09
RP1-107N3.1	-3.14051222	0.66
SMARCA1	3.25992202	0.9
XPNPEP2	-1.896614246	0.52
SASH3	-4.954327162	0.09
BCORL1	-0.585416269	0.18
ELF4	-0.213029862	0.45
AIFM1	3.881424822	0.59
ZNF280C	-0.097880563	0.94
RBMX2	0.927707291	0.74
ENOX2	1.258754904	0.37
IGSF1	-2.464861915	0.92
HDGFP1	-6.64385619	0.88
FIRRE	-3.381642322	0.6
PNKDP1	-1.782785297	0.59
STK26	-1.43529404	0.34
FRMD7	-3.311081884	0.01
RP1-305B16.3	-6.64385619	0.65
RAP2C-AS1	0.423190925	0.28
MBNL3	-0.68205265	0.09
GPC4	-0.23562096	0.11
GPC3	-1.740254813	0.72
RP3-417G15.1	0.922523309	0.25
PHF6	0.824757841	0.49
AC004383.3	0.336400379	0.28
MIR503HG	-0.670927856	0.88
LINC00629	-1.075167939	0.31
FAM122B	1.385680481	0.88
FAM122C	-0.752733333	0.4
MOSPD1	2.246856766	0.99
SMIM10	0.764710344	0.96
FAM127C	1.02504291	0.19
FAM127A	5.150373903	0.15
FAM127B	1.422716412	0.68
SMIM10L2B	-0.483179445	0.32
ZNF449	1.065443938	0.72
SMIM10L2A	-2.75211699	0.37
INTS6L	-0.033936971	0.08
CT45A11P	-3.102730335	0.97
SLC9A6	1.403221853	0.34
FHL1	7.4504214	0.42
MAP7D3	1.242643687	0.46
ADGRG4	-5.966772041	0.25
HTATSF1	4.345285923	0.49
LINC00892	-6.64385619	0.98
RANP4	1.372478405	0.42
RP11-1114A5.4	1.875152588	0.97
RP11-308D16.2	-2.713853331	0.88
SRRM1P3	-3.027417286	0.47
LINC00632	-2.939576924	0.72
CDR1-AS	2.840092274	0.82
RNU6-3P	-0.801213737	0.47
LDOC1	-1.475907406	0.32
MAGEC3	-6.64385619	0.41
RN7SKP189	-0.113806228	0.88
FMR1-AS1	-6.64385619	0.35
FMR1	1.650989201	0.63
FMR1-IT1	-1.466736118	0.67
FTH1P8	-2.972781353	0.88
AFF2	-6.127064162	0.15
AF011889.5	-1.644860641	0.06
AF011889.2	-1.087541882	0.25
LINC00893	-0.239501817	0.65
CXORF40A	-0.117985034	0.68
TMEM185A	-0.354742685	0.08
MAGEA11	-6.64385619	0.02
TMEM185AP1	-6.64385619	0.33
CXORF40B	-0.828591297	0.26
LINC00894	-0.301296304	0.03
RP11-49C9.2	-3.027788327	0.46
XRCC6P2	-3.713535717	0.53
HMGB3	-0.558110064	0.95
AF013593.1	-2.231952182	0.58
VMA21	1.957338271	0.81
PRRG3	-1.29272421	0.06
FATE1	-6.64385619	0.76
GABRE	1.850667736	0.57
ZNF185	-2.163921295	0.12
PNMA3	-3.748742288	0.07
PNMA6A	-6.64385619	0.59
ZNF275	0.577810358	0.32
ZFP92	-2.852305997	0.25
TREX2	-4.955794455	0.38
BGN	3.532324599	0.49
FAM58A	1.654777583	0.93
RP11-66N11.8	-2.614175856	0.91
PNCK	-2.715840621	0.6
SRPK3	1.679059357	0.04
PDZD4	-1.010280072	0.79
CYCSP45	-6.64385619	0.76
NAA10	0.778138204	0.21
TMEM187	-0.880726545	0.85
IRAK1	0.399428277	0.18
MECP2	1.658600661	0.23
TKTL1	0.002575139	0.26
XX-FW83563B9.5	-3.791223069	0.37
CH17-340M24.3	0.402287525	0.83
FAM50A	1.850418296	0.14
SLC10A3	0.938402264	0.16
FAM3A	1.032510842	0.71
CTAG2	-6.64385619	0.22
GAB3	2.784074279	0.63
MPP1	1.522248482	0.6
SMIM9	-1.964320217	0.66
F8	3.47147482	0.7
F8A1	-1.331221158	0.39
CTD-2183H9.7	-1.108933317	0.31
EEF1A1P31	-2.162416961	0.94
CTD-2183H9.3	-1.290178715	0.11
FUNDC2	2.271983714	0.38
MTCP1	-2.931580317	0.59
RAB39B	-4.492412721	0.56
RP13-228J13.6	-2.380118596	0.16
RP13-228J13.1	-6.64385619	0.73
SPRY3	-1.654160774	0.98
WASH6P	-2.190744892	0.77
RPL23AP53	0.38680932	0.62
RP5-855D21.3	-1.216103297	0.69
RP5-855D21.1	0.306551196	0.33
RP5-855D21.2	-1.021308076	0.32
FBXO25	1.154087402	0.39
RP11-91J19.3	-2.31089413	0.39
RP11-91J19.2	-2.87932944	0.78
TDRP	-1.226083504	0.71
ERICH1	-0.610108731	0.79
CLN8	0.11313802	0.61
CTD-2336O2.1	0.312933491	0.21
KBTBD11-OT1	-3.572967896	0.84
KBTBD11	0.226406519	0.16
RP11-439C15.5	-0.027431002	0.35
MYOM2	7.53902942	0.48
MIR7160	4.46303379	0.11
RP11-134O21.1	-6.64385619	0.2
GS1-57L11.1	-6.64385619	0.76
CSMD1	-5.925674306	0.06
RP11-115C21.2	-2.518626523	0.88
CTD-2541M15.3	-4.386038144	0.31
MCPH1-AS1	-5.068180231	0.82
XKR5	-6.64385619	0.06
FAM66B	-2.69380691	0.33
FAM85B	-6.64385619	0.7
FAM86B3P	-3.796977174	0.41
ALG1L13P	-4.273811838	0.25
SGK223	-0.594973734	0.35
RN7SL178P	-6.64385619	0.28
MFHAS1	1.144155818	0.65
RPL10P19	-2.189671135	0.86
PPP1R3B	2.880428835	0.01
RP11-10A14.4	0.031566564	0.41
RP11-10A14.9	-2.146480759	0.25
RP11-10A14.5	-6.64385619	0.22
RP11-1E4.1	-3.756047942	0.84
RP11-981G7.1	-1.187691231	0.81
LINCR-0001	-1.044852137	0.56
RP11-981G7.6	-1.711512918	0.45
RP1L1	-4.507407456	0.35
PINX1	-0.472793545	0.69
RP11-177H2.1	-4.442265716	0.38
XKR6	-1.795949342	0.73
AF131215.6	-2.33033595	0.15
AF131215.9	-0.864521517	0.66
AF131215.2	-0.083941897	0.72
AF131215.3	-1.231564595	0.68
AF131215.4	-0.713571766	0.02
AF131216.1	-6.64385619	0.31
SLC35G5	-4.166885259	0.36
AF131216.5	-3.061331275	0.9
FAM167A-AS1	-1.92774931	0.93
FAM167A	-4.443387806	0.22
LINC00208	-6.64385619	0.76
C8ORF49	0.269795574	0.47
RP11-589N15.2	1.19630851	0.95
FAM66D	-3.723125296	0.81
AC145124.2	-6.64385619	0.74
FAM66A	-6.64385619	0.49
RP11-419I17.1	-4.448308923	0.16
RPS3AP34	-2.048379392	0.66
RP11-369K16.1	-0.828460953	0.53
MTND4P7	-0.092016473	0.63
C8ORF48	-1.726071731	0.57
MSR1	-0.944161417	0.94
RP11-13N12.1	-6.64385619	0.12
RP11-468H14.2	-1.30452659	0.94
SLC7A2	2.935455338	0.4
RP11-349F21.4	-1.184650102	0.02
RP11-349F21.5	-0.949367997	0.54
RP11-349F21.2	0.40644368	0.47
PDGFRL	0.392148101	0.95
MTUS1	4.624741525	0.74
MIR548V	1.597738094	0.84
RP11-156K13.1	-0.733347333	0.44
RP11-806O11.1	0.135721253	0.88
CTD-2547L16.1	-1.560756959	0.73
PSD3	3.548628896	0.86
RPL35P6	2.465809618	0.62
RP11-108A14.1	-2.166067371	0.29
RP11-1080G15.1	-6.64385619	0.8
SH2D4A	0.060341406	0.59
RP11-618M23.5	-6.64385619	0.91
RP11-1105O14.1	-0.924736519	0.19
LZTS1	-1.243402556	0.04
XPO7	2.730761597	0.39
NPM2	-3.354954134	0.91
FGF17	-6.64385619	0.16
FAM160B2	1.111090698	0.27
NUDT18	-0.670119583	0.66
HR	-2.696747783	0.13
BMP1	-0.319369108	0.81
CTD-2530N21.5	-2.866433006	0.91
PHYHIP	-1.080111459	0.78
PIWIL2	-3.121425041	0.5
RP11-382J24.2	1.618428558	0.76
RP11-582J16.4	-3.137771566	0.81
PDLIM2	-3.355999948	0.88
C8ORF58	-1.821949709	0.01
CCAR2	1.633814632	0.91
RP11-582J16.5	-0.003931757	0.58
BIN3	-0.226718658	0.24
CTD-3247F14.2	-4.872056738	0.81
PEBP4	4.650476542	0.51
RP11-87E22.1	1.600937058	0.22
RP11-875O11.1	-0.883520667	0.47
RP11-1149O23.3	-4.849904043	0.85
RP11-1149O23.4	-3.97415045	0.99
R3HCC1	1.61404778	0.64
RP11-177H13.2	-3.778456319	0.13
NKX3-1	-0.455304865	0.57
RP11-175E9.1	-0.457478227	0.77
RP11-213G6.2	-2.774049796	0.85
STC1	1.206390045	0.53
ADAM28	-1.56039765	0.37
ADAMDEC1	-4.846959329	0.87
RP11-395I14.2	0.204996263	0.08
KCTD9	2.574500277	0.26
CDCA2	-0.002795209	0.74
EBF2	1.582007528	0.68
SDAD1P1	0.614189396	0.05
RP11-14I17.2	-6.64385619	0.27
RP11-14I17.3	-2.168495377	0.75
PNMA2	-1.62763469	0.83
DPYSL2	4.213500743	0.65
COX6B1P4	0.32948377	0.34
PTK2B	-0.747545053	0.58
GULOP	-1.017533841	0.51
SCARA3	-0.316036973	0.46
MIR3622A	-4.146064121	0.27
CCDC25	1.770929509	0.33
PBK	-6.64385619	0.56
RP11-597M17.3	-2.083331706	0.36
NUGGC	-5.308165626	0.84
ZNF395	1.202521129	0.01
FBXO16	-2.768983133	0.74
EXTL3-AS1	-2.263728192	0.57
HMBOX1	2.731177798	0.02
HMBOX1-IT1	0.074825568	0.86
CTD-2647L4.4	2.268795619	0.85
AC145110.1	-5.581141024	0.73
SARAF	4.834013595	1.0
LEPROTL1	2.336774339	0.87
RP11-51J9.5	-2.646461086	0.96
RP11-51J9.6	-0.231302732	0.29
HSPA8P11	-6.64385619	0.8
TUBBP1	-4.421832914	0.51
RBPMS-AS1	-2.603229915	0.54
RBPMS	2.920187231	0.01
CTD-2373N4.3	2.277055595	0.32
GSR	3.017783669	0.69
UBXN8	-1.24262812	0.31
RP5-1009N12.1	-0.586837306	0.44
PURG	-3.035097843	0.25
RP11-11N9.4	0.73657778	0.37
MTND1P6	-2.312344235	0.71
MTND2P32	-2.985646216	0.88
RP11-722E23.2	-0.908273911	0.79
RP11-359B20.1	0.169553123	0.85
TTI2	0.275467079	0.2
MAK16	1.571991379	0.38
SNORD13	4.641294967	0.44
RNF122	2.317297087	0.06
DUSP26	3.343950786	0.7
RP11-734J24.1	-1.354557191	0.1
LSM12P1	-2.216138711	0.89
RP11-527N22.1	-6.64385619	0.15
LINC01605	-4.332322494	0.35
RP11-150O12.6	-6.64385619	0.04
RP11-863K10.7	-6.64385619	0.92
ERLIN2	1.286232046	0.68
RP11-863K10.4	-0.855348564	0.45
PROSC	3.046931135	0.56
ADGRA2	1.000649361	0.47
RAB11FIP1	2.066431563	0.38
KB-1836B5.1	-6.64385619	0.8
RP11-90P5.5	-6.64385619	0.78
PLPP5	0.014595665	0.47
RP11-513D5.5	-2.025156819	0.11
RP11-350N15.5	-2.515842279	0.55
LETM2	-3.339154255	0.41
RP11-350N15.3	-2.556085406	0.78
RP11-350N15.6	-0.3377043	0.07
FGFR1	2.921108656	0.35
RPS20P22	1.081154084	0.3
RNF5P1	-6.64385619	0.89
TACC1	3.665639422	0.78
RP11-723D22.2	-0.947779168	0.64
HTRA4	-1.086868037	1.0
TM2D2	1.19956198	0.88
ADAM32	-1.298822227	0.81
RP11-122L4.2	-6.64385619	0.17
ADAM18	-6.64385619	0.75
RP11-44K6.2	-6.64385619	0.12
C8ORF4	3.259645655	0.1
ZMAT4	-3.729585491	0.0
CTD-3080F16.3	-0.474315924	0.72
KRT18P37	-2.725599135	0.03
GPAT4	1.6407412	0.78
RP11-930P14.1	-2.818753115	0.09
KAT6A	2.416798812	0.24
SNORD112	2.07033402	0.49
AP3M2	1.206394391	0.01
IKBKB	0.662941248	0.97
SLC20A2	3.361218603	0.09
RP11-503E24.2	0.97819012	0.71
SMIM19	1.327128701	0.46
THAP1	1.25524597	0.59
RNF170	1.079017728	0.07
HOOK3	2.365468327	0.86
AFG3L2P1	-6.64385619	0.62
RPL10AP2	-6.64385619	0.7
RP11-1134I14.8	-3.22590017	0.97
RP11-697N18.3	-6.64385619	0.56
RP11-697N18.4	-0.806879989	0.4
RP11-513O13.1	-6.64385619	0.16
RP11-567J20.2	-6.64385619	0.03
AC026904.1	-6.64385619	0.3
EFCAB1	-5.615753935	0.86
RP11-10H3.1	-6.64385619	0.06
PXDNL	4.236813787	0.08
BTF3P1	0.558399604	0.17
RP11-11C20.3	0.226832921	0.76
PCMTD1	3.432259109	0.64
RP11-110G21.2	-6.64385619	0.63
RP11-110G21.1	-0.42665186	0.58
RP11-546K22.3	-1.136949601	0.77
ST18	-5.765561951	0.49
RPL34P17	-6.64385619	0.34
CTD-3214K23.1	-0.957679637	0.81
RP11-1081M5.2	-0.24581689	0.03
RP11-1081M5.1	2.163228714	0.57
RP11-400K9.4	2.69613674	0.93
RP11-30L15.6	-1.246854153	0.72
RP11-767C6.1	-6.64385619	0.95
SEC11B	-6.64385619	0.33
RP1	-4.959085532	0.44
XKR4	-3.396602359	0.86
RP11-386G21.2	-6.64385619	0.46
TMEM68	-0.444591584	0.82
LYN	-0.82106017	0.89
RP11-318K15.2	-3.327002918	0.06
RP11-446E9.1	-1.242847026	0.22
PLAG1	1.190448908	0.99
CHCHD7	1.184451813	0.09
RP11-140I16.3	-0.186058951	0.16
SDR16C5	-5.137963998	0.47
PENK	-0.905408646	0.85
SEPT10P1	-4.013397755	0.54
LINC00968	-2.036900023	0.56
CTD-2339F6.1	-3.581254992	0.81
FAM110B	1.991648673	0.39
UBXN2B	2.180220345	0.07
TOX	-1.35944317	0.7
RP11-25K19.1	-4.486332239	0.35
CA8	0.311603908	0.51
LINC01301	-3.954512953	0.45
RAB2A	3.704789877	0.19
CHD7	1.820005996	0.64
RN7SKP97	-6.64385619	0.05
NKAIN3	-6.64385619	0.24
UG0898H09	-4.025130032	0.41
YTHDF3-AS1	-3.410732049	0.64
YTHDF3	3.789020961	0.97
RP11-16E18.3	-1.351594407	0.73
RP11-21C4.1	-6.64385619	0.81
BHLHE22	-3.047213165	0.62
RP11-1D12.1	-3.498874606	0.55
CTD-3025N20.3	0.548591349	0.73
ARMC1	2.856163232	0.7
MTFR1	0.689892471	0.53
RP11-707M3.3	-1.262766944	0.32
CTD-2532N20.1	-6.64385619	0.82
DNAJC5B	-6.64385619	0.45
AC084082.3	-0.196550354	0.06
TRIM55	3.867793915	0.2
RRS1-AS1	-2.754481616	0.01
RRS1	0.679379793	0.11
C8ORF46	-0.917565737	0.35
RP11-346I3.2	-3.609791583	0.32
VCPIP1	2.251472804	0.23
C8ORF44	0.517056757	0.36
MCMDC2	-1.225001811	0.66
SNHG6	3.209635106	0.72
TCF24	-4.908166993	0.9
PPP1R42	-4.763563682	0.1
RP11-409C19.2	-4.666097931	0.7
CSPP1	1.317725232	0.22
ARFGEF1	2.656566316	0.46
RP11-7F18.2	-6.64385619	0.76
RP11-403D15.1	-1.29095393	0.33
C8ORF34	-5.539974259	0.74
LINC01592	-6.64385619	0.24
GS1-44D20.1	-3.463389998	0.24
RP11-21C17.1	-6.64385619	0.46
SULF1	1.407781073	0.97
SLCO5A1	0.665365356	0.67
RP11-159H10.3	-0.997788288	0.68
SDCBPP2	-3.677173764	0.44
BTF3P12	-6.64385619	0.26
RP11-333A23.4	-6.64385619	0.21
LACTB2	1.89845198	0.91
XKR9	-4.611729486	0.58
MSC-AS1	-0.511930458	0.56
MSC	-0.932459967	0.11
RPS20P20	-1.454411095	0.93
RP11-142A23.1	-1.678420648	0.42
RP11-656G20.1	-3.849262641	0.09
RP11-531A24.5	-1.145589388	0.11
RDH10-AS1	-2.31848928	0.09
STAU2	2.922237326	0.46
RP11-181D18.4	-0.311221899	0.48
RN7SL760P	-6.64385619	0.71
TCEB1	1.338566156	0.64
TMEM70	1.517426798	0.75
RP11-367E12.4	-1.650126669	0.98
